ID,delinquent,Sdelinquent,term,gender,age,FICO
3937,Yes,1,36 months,Male,>25,>500
3938,Yes,1,36 months,Male,>25,>500
3939,Yes,1,36 months,Male,>25,>500
3940,Yes,1,36 months,Male,>25,>500
3941,Yes,1,36 months,Male,>25,>500
3942,Yes,1,36 months,Male,>25,>500
3943,Yes,1,36 months,Male,>25,>500
3944,Yes,1,36 months,Male,>25,>500
3945,Yes,1,36 months,Male,>25,>500
3946,Yes,1,36 months,Male,>25,>500
3947,Yes,1,36 months,Male,>25,>500
3948,Yes,1,36 months,Male,>25,>500
3949,Yes,1,36 months,Male,>25,>500
3950,Yes,1,36 months,Male,>25,>500
3951,Yes,1,36 months,Male,>25,>500
3952,Yes,1,36 months,Male,>25,>500
3953,Yes,1,36 months,Male,>25,>500
3954,Yes,1,36 months,Male,>25,>500
3955,Yes,1,36 months,Male,>25,>500
3956,Yes,1,36 months,Male,>25,>500
3957,Yes,1,36 months,Male,>25,>500
3958,Yes,1,36 months,Male,>25,>500
3959,Yes,1,36 months,Male,>25,>500
3960,Yes,1,36 months,Male,>25,>500
3961,Yes,1,36 months,Male,>25,>500
3962,Yes,1,36 months,Male,>25,>500
3963,Yes,1,36 months,Male,>25,>500
3964,Yes,1,36 months,Male,>25,>500
3965,Yes,1,36 months,Male,>25,>500
3966,Yes,1,36 months,Male,>25,>500
3967,Yes,1,36 months,Male,>25,>500
3968,Yes,1,36 months,Male,>25,>500
3969,Yes,1,36 months,Male,>25,>500
3970,Yes,1,36 months,Male,>25,>500
3971,Yes,1,36 months,Male,>25,>500
3972,Yes,1,36 months,Male,>25,>500
3973,Yes,1,36 months,Male,>25,>500
3974,Yes,1,36 months,Male,>25,>500
3975,Yes,1,36 months,Male,>25,>500
3976,Yes,1,36 months,Male,>25,>500
3977,Yes,1,36 months,Male,>25,>500
3978,Yes,1,36 months,Male,>25,>500
3979,Yes,1,36 months,Male,>25,>500
3980,Yes,1,36 months,Male,>25,>500
3981,Yes,1,36 months,Male,>25,>500
3982,Yes,1,36 months,Male,>25,>500
3983,Yes,1,36 months,Male,>25,>500
3984,Yes,1,36 months,Male,>25,>500
3985,Yes,1,36 months,Male,>25,>500
3986,Yes,1,36 months,Male,>25,>500
3987,Yes,1,36 months,Male,>25,>500
3988,Yes,1,36 months,Male,>25,>500
3989,Yes,1,36 months,Male,>25,>500
3990,Yes,1,36 months,Male,>25,>500
3991,Yes,1,36 months,Male,>25,>500
3992,Yes,1,36 months,Male,>25,>500
3993,Yes,1,36 months,Male,>25,>500
3994,Yes,1,36 months,Male,>25,>500
3995,Yes,1,36 months,Male,>25,>500
3996,Yes,1,36 months,Male,>25,>500
3997,Yes,1,36 months,Male,>25,>500
3998,Yes,1,36 months,Male,>25,>500
3999,Yes,1,36 months,Male,>25,>500
4000,Yes,1,36 months,Male,>25,>500
4001,Yes,1,36 months,Male,>25,>500
4002,Yes,1,36 months,Male,>25,>500
4003,Yes,1,36 months,Male,>25,>500
4004,Yes,1,36 months,Male,>25,>500
4005,Yes,1,36 months,Male,>25,>500
4006,Yes,1,36 months,Male,>25,>500
4007,Yes,1,36 months,Male,>25,>500
4008,Yes,1,36 months,Male,>25,>500
4009,Yes,1,36 months,Male,>25,>500
4010,Yes,1,36 months,Male,>25,>500
4011,Yes,1,36 months,Male,>25,>500
4012,Yes,1,36 months,Male,>25,>500
4013,Yes,1,36 months,Male,>25,>500
4014,Yes,1,36 months,Male,>25,>500
4015,Yes,1,36 months,Male,>25,>500
4016,Yes,1,36 months,Male,>25,>500
4017,Yes,1,36 months,Male,>25,>500
4018,Yes,1,36 months,Male,>25,>500
4019,Yes,1,36 months,Male,>25,>500
4020,Yes,1,36 months,Male,>25,>500
4021,Yes,1,36 months,Male,>25,>500
4022,Yes,1,36 months,Male,>25,>500
4023,Yes,1,36 months,Male,>25,>500
4024,Yes,1,36 months,Male,>25,>500
4025,Yes,1,36 months,Male,>25,>500
4026,Yes,1,36 months,Male,>25,>500
4027,Yes,1,36 months,Male,>25,>500
4028,Yes,1,36 months,Male,>25,>500
4029,Yes,1,36 months,Male,>25,>500
4030,Yes,1,36 months,Male,>25,>500
4031,Yes,1,36 months,Male,>25,>500
4032,Yes,1,36 months,Male,>25,>500
4033,Yes,1,36 months,Male,>25,>500
4034,Yes,1,36 months,Male,>25,>500
4035,Yes,1,36 months,Male,>25,>500
4036,Yes,1,36 months,Male,>25,>500
4037,Yes,1,36 months,Male,>25,>500
4038,Yes,1,36 months,Male,>25,>500
4039,Yes,1,36 months,Male,>25,>500
4040,Yes,1,36 months,Male,>25,>500
4041,Yes,1,36 months,Male,>25,>500
4042,Yes,1,36 months,Male,>25,>500
4043,Yes,1,36 months,Male,>25,>500
4044,Yes,1,36 months,Male,>25,>500
4045,Yes,1,36 months,Male,>25,>500
4046,Yes,1,36 months,Male,>25,>500
4047,Yes,1,36 months,Male,>25,>500
4048,Yes,1,36 months,Male,>25,>500
4049,Yes,1,36 months,Male,>25,>500
4050,Yes,1,36 months,Male,>25,>500
4051,Yes,1,36 months,Male,>25,>500
4052,Yes,1,36 months,Male,>25,>500
4053,Yes,1,36 months,Male,>25,>500
4054,Yes,1,36 months,Male,>25,>500
4055,Yes,1,36 months,Male,>25,>500
4056,Yes,1,36 months,Male,>25,>500
4057,Yes,1,36 months,Male,>25,>500
4058,Yes,1,36 months,Male,>25,>500
4059,Yes,1,36 months,Male,>25,>500
4060,Yes,1,36 months,Male,>25,>500
4061,Yes,1,36 months,Male,>25,>500
4062,Yes,1,36 months,Male,>25,>500
4063,Yes,1,36 months,Male,>25,>500
4064,Yes,1,36 months,Male,>25,>500
4065,Yes,1,36 months,Male,>25,>500
4066,Yes,1,36 months,Male,>25,>500
4067,Yes,1,36 months,Male,>25,>500
4068,Yes,1,36 months,Male,>25,>500
4069,Yes,1,36 months,Male,>25,>500
4070,Yes,1,36 months,Male,>25,>500
4071,Yes,1,36 months,Male,>25,>500
4072,Yes,1,36 months,Male,>25,>500
4073,Yes,1,36 months,Male,>25,>500
4074,Yes,1,36 months,Male,>25,>500
4075,Yes,1,36 months,Male,>25,>500
4076,Yes,1,36 months,Male,>25,>500
4077,Yes,1,36 months,Male,>25,>500
4078,Yes,1,36 months,Male,>25,>500
4079,Yes,1,36 months,Male,>25,>500
4080,Yes,1,36 months,Male,>25,>500
4081,Yes,1,36 months,Male,>25,>500
4082,Yes,1,36 months,Male,>25,>500
4083,Yes,1,36 months,Male,>25,>500
4084,Yes,1,36 months,Male,>25,>500
4085,Yes,1,36 months,Male,>25,>500
4086,Yes,1,36 months,Male,>25,>500
4087,Yes,1,36 months,Male,>25,>500
4088,Yes,1,36 months,Male,>25,>500
4089,Yes,1,36 months,Male,>25,>500
4090,Yes,1,36 months,Male,>25,>500
4091,Yes,1,36 months,Male,>25,>500
4092,Yes,1,36 months,Male,>25,>500
4093,Yes,1,36 months,Male,>25,>500
4094,Yes,1,36 months,Male,>25,>500
4095,Yes,1,36 months,Male,>25,>500
4096,Yes,1,36 months,Male,>25,>500
4097,Yes,1,36 months,Male,>25,>500
4098,Yes,1,36 months,Male,>25,>500
4099,Yes,1,36 months,Male,>25,>500
4100,Yes,1,36 months,Male,>25,>500
4101,Yes,1,36 months,Male,>25,>500
4102,Yes,1,36 months,Male,>25,>500
4103,Yes,1,36 months,Male,>25,>500
4104,Yes,1,36 months,Male,>25,>500
4105,Yes,1,36 months,Male,>25,>500
4106,Yes,1,36 months,Male,>25,>500
4107,Yes,1,36 months,Male,>25,>500
4108,Yes,1,36 months,Male,>25,>500
4109,Yes,1,36 months,Male,>25,>500
4110,Yes,1,36 months,Male,>25,>500
4111,Yes,1,36 months,Male,>25,>500
4112,Yes,1,36 months,Male,>25,>500
4113,Yes,1,36 months,Male,>25,>500
4114,Yes,1,36 months,Male,>25,>500
4115,Yes,1,36 months,Male,>25,>500
4116,Yes,1,36 months,Male,>25,>500
4117,Yes,1,36 months,Male,>25,>500
4118,Yes,1,36 months,Male,>25,>500
4119,Yes,1,36 months,Male,>25,>500
4120,Yes,1,36 months,Male,>25,>500
4121,Yes,1,36 months,Male,>25,>500
4122,Yes,1,36 months,Male,>25,>500
4123,Yes,1,36 months,Male,>25,>500
4124,Yes,1,36 months,Male,>25,>500
4125,Yes,1,36 months,Male,>25,>500
4126,Yes,1,36 months,Male,>25,>500
4127,Yes,1,36 months,Male,>25,>500
4128,Yes,1,36 months,Male,>25,>500
4129,Yes,1,36 months,Male,>25,>500
4130,Yes,1,36 months,Male,>25,>500
4131,Yes,1,36 months,Male,>25,>500
4132,Yes,1,36 months,Male,>25,>500
4133,Yes,1,36 months,Male,>25,>500
4134,Yes,1,36 months,Male,>25,>500
4135,Yes,1,36 months,Male,>25,>500
4136,Yes,1,36 months,Male,>25,>500
4137,Yes,1,36 months,Male,>25,>500
4138,Yes,1,36 months,Male,>25,>500
4139,Yes,1,36 months,Male,>25,>500
4140,Yes,1,36 months,Male,>25,>500
4141,Yes,1,36 months,Male,>25,>500
4142,Yes,1,36 months,Male,>25,>500
4143,Yes,1,36 months,Male,>25,>500
4144,Yes,1,36 months,Male,>25,>500
4145,Yes,1,36 months,Male,>25,>500
4146,Yes,1,36 months,Male,>25,>500
4147,Yes,1,36 months,Male,>25,>500
4148,Yes,1,36 months,Male,>25,>500
4149,Yes,1,36 months,Male,>25,>500
4150,Yes,1,36 months,Male,>25,>500
4151,Yes,1,36 months,Male,>25,>500
4152,Yes,1,36 months,Male,>25,>500
4153,Yes,1,36 months,Male,>25,>500
4154,Yes,1,36 months,Male,>25,>500
4155,Yes,1,36 months,Male,>25,>500
4156,Yes,1,36 months,Male,>25,>500
4157,Yes,1,36 months,Male,>25,>500
4158,Yes,1,36 months,Male,>25,>500
4159,Yes,1,36 months,Male,>25,>500
4160,Yes,1,36 months,Male,>25,>500
4161,Yes,1,36 months,Male,>25,>500
4162,Yes,1,36 months,Male,>25,>500
4163,Yes,1,36 months,Male,>25,>500
4164,Yes,1,36 months,Male,>25,>500
4165,Yes,1,36 months,Male,>25,>500
4166,Yes,1,36 months,Male,>25,>500
4167,Yes,1,36 months,Male,>25,>500
4168,Yes,1,36 months,Male,>25,>500
4169,Yes,1,36 months,Male,>25,>500
4170,Yes,1,36 months,Male,>25,>500
4171,Yes,1,36 months,Male,>25,>500
4172,Yes,1,36 months,Male,>25,>500
4173,Yes,1,36 months,Male,>25,>500
4174,Yes,1,36 months,Male,>25,>500
4175,Yes,1,36 months,Male,>25,>500
4176,Yes,1,36 months,Male,>25,>500
4177,Yes,1,36 months,Male,>25,>500
4178,Yes,1,36 months,Male,>25,>500
4179,Yes,1,36 months,Male,>25,>500
4180,Yes,1,36 months,Male,>25,>500
4181,Yes,1,36 months,Male,>25,>500
4182,Yes,1,36 months,Male,>25,>500
4183,Yes,1,36 months,Male,>25,>500
4184,Yes,1,36 months,Male,>25,>500
4185,Yes,1,36 months,Male,>25,>500
4186,Yes,1,36 months,Male,>25,>500
4187,Yes,1,36 months,Male,>25,>500
4188,Yes,1,36 months,Male,>25,>500
4189,Yes,1,36 months,Male,>25,>500
4190,Yes,1,36 months,Male,>25,>500
4191,Yes,1,36 months,Male,>25,>500
4192,Yes,1,36 months,Male,>25,>500
4193,Yes,1,36 months,Male,>25,>500
4194,Yes,1,36 months,Male,>25,>500
4195,Yes,1,36 months,Male,>25,>500
4196,Yes,1,36 months,Male,>25,>500
4197,Yes,1,36 months,Male,>25,>500
4198,Yes,1,36 months,Male,>25,>500
4199,Yes,1,36 months,Male,>25,>500
4200,Yes,1,36 months,Male,>25,>500
4201,Yes,1,36 months,Male,>25,>500
4202,Yes,1,36 months,Male,>25,>500
4203,Yes,1,36 months,Male,>25,>500
4204,Yes,1,36 months,Male,>25,>500
4205,Yes,1,36 months,Male,>25,>500
4206,Yes,1,36 months,Male,>25,>500
4207,Yes,1,36 months,Male,>25,>500
4208,Yes,1,36 months,Male,>25,>500
4209,Yes,1,36 months,Male,>25,>500
4210,Yes,1,36 months,Male,>25,>500
4211,Yes,1,36 months,Male,>25,>500
4212,Yes,1,36 months,Male,>25,>500
4213,Yes,1,36 months,Male,>25,>500
4214,Yes,1,36 months,Male,>25,>500
4215,Yes,1,36 months,Male,>25,>500
4216,Yes,1,36 months,Male,>25,>500
4217,Yes,1,36 months,Male,>25,>500
4218,Yes,1,36 months,Male,>25,>500
4219,Yes,1,36 months,Male,>25,>500
4220,Yes,1,36 months,Male,>25,>500
4221,Yes,1,36 months,Male,>25,>500
4222,Yes,1,36 months,Male,>25,>500
4223,Yes,1,36 months,Male,>25,>500
4224,Yes,1,36 months,Male,>25,>500
4225,Yes,1,36 months,Male,>25,>500
4226,Yes,1,36 months,Male,>25,>500
4227,Yes,1,36 months,Male,>25,>500
4228,Yes,1,36 months,Male,>25,>500
4229,Yes,1,36 months,Male,>25,>500
4230,Yes,1,36 months,Male,>25,>500
4231,Yes,1,36 months,Male,>25,>500
4232,Yes,1,36 months,Male,>25,>500
4233,Yes,1,36 months,Male,>25,>500
4234,Yes,1,36 months,Male,>25,>500
4235,Yes,1,36 months,Male,>25,>500
4236,Yes,1,36 months,Male,>25,>500
4237,Yes,1,36 months,Male,>25,>500
4238,Yes,1,36 months,Male,>25,>500
4239,Yes,1,36 months,Male,>25,>500
4240,Yes,1,36 months,Male,>25,>500
4241,Yes,1,36 months,Male,>25,>500
4242,Yes,1,36 months,Male,>25,>500
4243,Yes,1,36 months,Male,>25,>500
4244,Yes,1,36 months,Male,>25,>500
4245,Yes,1,36 months,Male,>25,>500
4246,Yes,1,36 months,Male,>25,>500
4247,Yes,1,36 months,Male,>25,>500
4248,Yes,1,36 months,Male,>25,>500
4249,Yes,1,36 months,Male,>25,>500
4250,Yes,1,36 months,Male,>25,>500
4251,Yes,1,36 months,Male,>25,>500
4252,Yes,1,36 months,Male,>25,>500
4253,Yes,1,36 months,Male,>25,>500
4254,Yes,1,36 months,Male,>25,>500
4255,Yes,1,36 months,Male,>25,>500
4256,Yes,1,36 months,Male,>25,>500
4257,Yes,1,36 months,Male,>25,>500
4258,Yes,1,36 months,Male,>25,>500
4259,Yes,1,36 months,Male,>25,>500
4260,Yes,1,36 months,Male,>25,>500
4261,Yes,1,36 months,Male,>25,>500
4262,Yes,1,36 months,Male,>25,>500
4263,Yes,1,36 months,Male,>25,>500
4264,Yes,1,36 months,Male,>25,>500
4265,Yes,1,36 months,Male,>25,>500
4266,Yes,1,36 months,Male,>25,>500
4267,Yes,1,36 months,Male,>25,>500
4268,Yes,1,36 months,Male,>25,>500
4269,Yes,1,36 months,Male,>25,>500
4270,Yes,1,36 months,Male,>25,>500
4271,Yes,1,36 months,Male,>25,>500
4272,Yes,1,36 months,Male,>25,>500
4273,Yes,1,36 months,Male,>25,>500
4274,Yes,1,36 months,Male,>25,>500
4275,Yes,1,36 months,Male,>25,>500
4276,Yes,1,36 months,Male,>25,>500
4277,Yes,1,36 months,Male,>25,>500
4278,Yes,1,36 months,Male,>25,>500
4279,Yes,1,36 months,Male,>25,>500
4280,Yes,1,36 months,Male,>25,>500
4281,Yes,1,36 months,Male,>25,>500
4282,Yes,1,36 months,Male,>25,>500
4283,Yes,1,36 months,Male,>25,>500
4284,Yes,1,36 months,Male,>25,>500
4285,Yes,1,36 months,Male,>25,>500
4286,Yes,1,36 months,Male,>25,>500
4287,Yes,1,36 months,Male,>25,>500
4288,Yes,1,36 months,Male,>25,>500
4289,Yes,1,36 months,Male,>25,>500
4290,Yes,1,36 months,Male,>25,>500
4291,Yes,1,36 months,Male,>25,>500
4292,Yes,1,36 months,Male,>25,>500
4293,Yes,1,36 months,Male,>25,>500
4294,Yes,1,36 months,Male,>25,>500
4295,Yes,1,36 months,Male,>25,>500
4296,Yes,1,36 months,Male,>25,>500
4297,Yes,1,36 months,Male,>25,>500
4298,Yes,1,36 months,Male,>25,>500
4299,Yes,1,36 months,Male,>25,>500
4300,Yes,1,36 months,Male,>25,>500
4301,Yes,1,36 months,Male,>25,>500
4302,Yes,1,36 months,Male,>25,>500
4303,Yes,1,36 months,Male,>25,>500
4304,Yes,1,36 months,Male,>25,>500
4305,Yes,1,36 months,Male,>25,>500
4306,Yes,1,36 months,Male,>25,>500
4307,Yes,1,36 months,Male,>25,>500
4308,Yes,1,36 months,Male,>25,>500
4309,Yes,1,36 months,Male,>25,>500
4310,Yes,1,36 months,Male,>25,>500
4311,Yes,1,36 months,Male,>25,>500
4312,Yes,1,36 months,Male,>25,>500
4313,Yes,1,36 months,Male,>25,>500
4314,Yes,1,36 months,Male,>25,>500
4315,Yes,1,36 months,Male,>25,>500
4316,Yes,1,36 months,Male,>25,>500
4317,Yes,1,36 months,Male,>25,>500
4318,Yes,1,36 months,Male,>25,>500
4319,Yes,1,36 months,Male,>25,>500
4320,Yes,1,36 months,Male,>25,>500
4321,Yes,1,36 months,Male,>25,>500
4322,Yes,1,36 months,Male,>25,>500
4323,Yes,1,36 months,Male,>25,>500
4324,Yes,1,36 months,Male,>25,>500
4325,Yes,1,36 months,Male,>25,>500
4326,Yes,1,36 months,Male,>25,>500
4327,Yes,1,36 months,Male,>25,>500
4328,Yes,1,36 months,Male,>25,>500
4329,Yes,1,36 months,Male,>25,>500
4330,Yes,1,36 months,Male,>25,>500
4331,Yes,1,36 months,Male,>25,>500
4332,Yes,1,36 months,Male,>25,>500
4333,Yes,1,36 months,Male,>25,>500
4334,Yes,1,36 months,Male,>25,>500
4335,Yes,1,36 months,Male,>25,>500
4336,Yes,1,36 months,Male,>25,>500
4337,Yes,1,36 months,Male,>25,>500
4338,Yes,1,36 months,Male,>25,>500
4339,Yes,1,36 months,Male,>25,>500
4340,Yes,1,36 months,Male,>25,>500
4341,Yes,1,36 months,Male,>25,>500
4342,Yes,1,36 months,Male,>25,>500
4343,Yes,1,36 months,Male,>25,>500
4344,Yes,1,36 months,Male,>25,>500
4345,Yes,1,36 months,Male,>25,>500
4346,Yes,1,36 months,Male,>25,>500
4347,Yes,1,36 months,Male,>25,>500
4348,Yes,1,36 months,Male,>25,>500
4349,Yes,1,36 months,Male,>25,>500
4350,Yes,1,36 months,Male,>25,>500
4351,Yes,1,36 months,Male,>25,>500
4352,Yes,1,36 months,Male,>25,>500
4353,Yes,1,36 months,Male,>25,>500
4354,Yes,1,36 months,Male,>25,>500
4355,Yes,1,36 months,Male,>25,>500
4356,Yes,1,36 months,Male,>25,>500
4357,Yes,1,36 months,Male,>25,>500
4358,Yes,1,36 months,Male,>25,>500
4359,Yes,1,36 months,Male,>25,>500
4360,Yes,1,36 months,Male,>25,>500
4361,Yes,1,36 months,Male,>25,>500
4362,Yes,1,36 months,Male,>25,>500
4363,Yes,1,36 months,Male,>25,>500
4364,Yes,1,36 months,Male,>25,>500
4365,Yes,1,36 months,Male,>25,>500
4366,Yes,1,36 months,Male,>25,>500
4367,Yes,1,36 months,Male,>25,>500
4368,Yes,1,36 months,Male,>25,>500
4369,Yes,1,36 months,Male,>25,>500
4370,Yes,1,36 months,Male,>25,>500
4371,Yes,1,36 months,Male,>25,>500
4372,Yes,1,36 months,Male,>25,>500
4373,Yes,1,36 months,Male,>25,>500
4374,Yes,1,36 months,Male,>25,>500
4375,Yes,1,36 months,Male,>25,>500
4376,Yes,1,36 months,Male,>25,>500
4377,Yes,1,36 months,Male,>25,>500
4378,Yes,1,36 months,Male,>25,>500
4379,Yes,1,36 months,Male,>25,>500
4380,Yes,1,36 months,Male,>25,>500
4381,Yes,1,36 months,Male,>25,>500
4382,Yes,1,36 months,Male,>25,>500
4383,Yes,1,36 months,Male,>25,>500
4384,Yes,1,36 months,Male,>25,>500
4385,Yes,1,36 months,Male,>25,>500
4386,Yes,1,36 months,Male,>25,>500
4387,Yes,1,36 months,Male,>25,>500
4388,Yes,1,36 months,Male,>25,>500
4389,Yes,1,36 months,Male,>25,>500
4390,Yes,1,36 months,Male,>25,>500
4391,Yes,1,36 months,Male,>25,>500
4392,Yes,1,36 months,Male,>25,>500
4393,Yes,1,36 months,Male,>25,>500
4394,Yes,1,36 months,Male,>25,>500
4395,Yes,1,36 months,Male,>25,>500
4396,Yes,1,36 months,Male,>25,>500
4397,Yes,1,36 months,Male,>25,>500
4398,Yes,1,36 months,Male,>25,>500
4399,Yes,1,36 months,Male,>25,>500
4400,Yes,1,36 months,Male,>25,>500
4401,Yes,1,36 months,Male,>25,>500
4402,Yes,1,36 months,Male,>25,>500
4403,Yes,1,36 months,Male,>25,>500
4404,Yes,1,36 months,Male,>25,>500
4405,Yes,1,36 months,Male,>25,>500
4406,Yes,1,36 months,Male,>25,>500
4407,Yes,1,36 months,Male,>25,>500
4408,Yes,1,36 months,Male,>25,>500
4409,Yes,1,36 months,Male,>25,>500
4410,Yes,1,36 months,Male,>25,>500
4411,Yes,1,36 months,Male,>25,>500
4412,Yes,1,36 months,Male,>25,>500
4413,Yes,1,36 months,Male,>25,>500
4414,Yes,1,36 months,Male,>25,>500
4415,Yes,1,36 months,Male,>25,>500
4416,Yes,1,36 months,Male,>25,>500
4417,Yes,1,36 months,Male,>25,>500
4418,Yes,1,36 months,Male,>25,>500
4419,Yes,1,36 months,Male,>25,>500
4420,Yes,1,36 months,Male,>25,>500
4421,Yes,1,36 months,Male,>25,>500
4422,Yes,1,36 months,Male,>25,>500
4423,Yes,1,36 months,Male,>25,>500
4424,Yes,1,36 months,Male,>25,>500
4425,Yes,1,36 months,Male,>25,>500
4426,Yes,1,36 months,Male,>25,>500
4427,Yes,1,36 months,Male,>25,>500
4428,Yes,1,36 months,Male,>25,>500
4429,Yes,1,36 months,Male,>25,>500
4430,Yes,1,36 months,Male,>25,>500
4431,Yes,1,36 months,Male,>25,>500
4432,Yes,1,36 months,Male,>25,>500
4433,Yes,1,36 months,Male,>25,>500
4434,Yes,1,36 months,Male,>25,>500
4435,Yes,1,36 months,Male,>25,>500
4436,Yes,1,36 months,Male,>25,>500
4437,Yes,1,36 months,Male,>25,>500
4438,Yes,1,36 months,Male,>25,>500
4439,Yes,1,36 months,Male,>25,>500
4440,Yes,1,36 months,Male,>25,>500
4441,Yes,1,36 months,Male,>25,>500
4442,Yes,1,36 months,Male,>25,>500
4443,Yes,1,36 months,Male,>25,>500
4444,Yes,1,36 months,Male,>25,>500
4445,Yes,1,36 months,Male,>25,>500
4446,Yes,1,36 months,Male,>25,>500
4447,Yes,1,36 months,Male,>25,>500
4448,Yes,1,36 months,Male,>25,>500
4449,Yes,1,36 months,Male,>25,>500
4450,Yes,1,36 months,Male,>25,>500
4451,Yes,1,36 months,Male,>25,>500
4452,Yes,1,36 months,Male,>25,>500
4453,Yes,1,36 months,Male,>25,>500
4454,Yes,1,36 months,Male,>25,>500
4455,Yes,1,36 months,Male,>25,>500
4456,Yes,1,36 months,Male,>25,>500
4457,Yes,1,36 months,Male,>25,>500
4458,Yes,1,36 months,Male,>25,>500
4459,Yes,1,36 months,Male,>25,>500
4460,Yes,1,36 months,Male,>25,>500
4461,Yes,1,36 months,Male,>25,>500
4462,Yes,1,36 months,Male,>25,>500
4463,Yes,1,36 months,Male,>25,>500
4464,Yes,1,36 months,Male,>25,>500
4465,Yes,1,36 months,Male,>25,>500
4466,Yes,1,36 months,Male,>25,>500
4467,Yes,1,36 months,Male,>25,>500
4468,Yes,1,36 months,Male,>25,>500
4469,Yes,1,36 months,Male,>25,>500
4470,Yes,1,36 months,Male,>25,>500
4471,Yes,1,36 months,Male,>25,>500
4472,Yes,1,36 months,Male,>25,>500
4473,Yes,1,36 months,Male,>25,>500
4474,Yes,1,36 months,Male,>25,>500
4475,Yes,1,36 months,Male,>25,>500
4476,Yes,1,36 months,Male,>25,>500
4477,Yes,1,36 months,Male,>25,>500
4478,Yes,1,36 months,Male,>25,>500
4479,Yes,1,36 months,Male,>25,>500
4480,Yes,1,36 months,Male,>25,>500
4481,Yes,1,36 months,Male,>25,>500
4482,Yes,1,36 months,Male,>25,>500
4483,Yes,1,36 months,Male,>25,>500
4484,Yes,1,36 months,Male,>25,>500
4485,Yes,1,36 months,Male,>25,>500
4486,Yes,1,36 months,Male,>25,>500
4487,Yes,1,36 months,Male,>25,>500
4488,Yes,1,36 months,Male,>25,>500
4489,Yes,1,36 months,Male,>25,>500
4490,Yes,1,36 months,Male,>25,>500
4491,Yes,1,36 months,Male,>25,>500
4492,Yes,1,36 months,Male,>25,>500
4493,Yes,1,36 months,Male,>25,>500
4494,Yes,1,36 months,Male,>25,>500
4495,Yes,1,36 months,Male,>25,>500
4496,Yes,1,36 months,Male,>25,>500
4497,Yes,1,36 months,Male,>25,>500
4498,Yes,1,36 months,Male,>25,>500
4499,Yes,1,36 months,Male,>25,>500
4500,Yes,1,36 months,Male,>25,>500
4501,Yes,1,36 months,Male,>25,>500
4502,Yes,1,36 months,Male,>25,>500
4503,Yes,1,36 months,Male,>25,>500
4504,Yes,1,36 months,Male,>25,>500
4505,Yes,1,36 months,Male,>25,>500
4506,Yes,1,36 months,Male,>25,>500
4507,Yes,1,36 months,Male,>25,>500
4508,Yes,1,36 months,Male,>25,>500
4509,Yes,1,36 months,Male,>25,>500
4510,Yes,1,36 months,Male,>25,>500
4511,Yes,1,36 months,Male,>25,>500
4512,Yes,1,36 months,Male,>25,>500
4513,Yes,1,36 months,Male,>25,>500
4514,Yes,1,36 months,Male,>25,>500
4515,Yes,1,36 months,Male,>25,>500
4516,Yes,1,36 months,Male,>25,>500
4517,Yes,1,36 months,Male,>25,>500
